date,E,M
2020-01-03,100.0,100.0
2020-01-06,100.01927758540094,100.01927758540094
2020-01-08,100.0385588870549,100.02625745861617
2020-01-09,100.05784390567824,99.78067591298506
2020-01-10,100.0771326419875,99.47422409088018
2020-01-13,100.0964250966994,99.61081080527322
2020-01-14,100.11572127053073,99.62690849119298
2020-01-15,100.1350211641984,99.40324791597402
2020-01-16,100.1543247784196,99.55153349595304
2020-01-17,100.19532036155466,99.45486897144646
2020-01-20,100.21463560000512,99.52892876509388
2020-01-21,100.23395456196717,99.62635004508299
2020-01-22,100.25327724815862,99.59480639335511
2020-01-23,100.27260365929739,99.50730804816483
2020-01-24,100.29193379610157,99.64315287396238
2020-01-27,100.31126765928937,99.77740504223895
2020-01-28,100.33060524957918,99.88838813458302
2020-01-29,100.34994656768946,99.93612903413043
2020-01-30,100.67169823613212,100.04025097946105
2020-01-31,100.69110530873417,100.05692882574502
2020-02-03,100.3465514961972,100.08537965212653
2020-02-04,100.36589588835878,100.11044571721351
2020-02-05,100.38524400965208,100.18912385296251
2020-02-06,100.40459586079601,100.19128849277126
2020-02-07,100.42395144250955,100.17811937294891
2020-02-10,100.46386816481194,100.25832690326365
2020-02-11,100.48323517279454,100.45009703363256
2020-02-12,100.87229500401513,100.79481874384743
2020-02-13,100.89174074683044,100.87227953890071
2020-02-14,100.91119023831541,100.91989759604854
2020-02-17,100.93064347919274,101.04590254697527
2020-02-18,100.95010047018518,101.15028153842967
2020-02-19,100.96956121201565,101.18264165436308
2020-02-20,101.14216663521823,101.13286249084096
2020-02-21,101.16166440276771,101.20067730406352
2020-02-25,101.18116592901599,101.33056768930179
2020-02-26,101.20067121468762,101.22701370120825
2020-02-27,101.31456841828819,101.11585214460167
2020-02-28,101.33409942073864,101.3801446604806
2020-03-02,101.47684404309683,101.62112016571999
2020-03-03,101.49640632836943,101.52731500261503
2020-03-04,101.5159723847783,101.44600278365081
2020-03-05,101.53554221305036,101.4138688311131
2020-03-06,101.5551158139128,101.54212042653556
2020-03-10,101.57469318809288,101.51266753499695
2020-03-11,101.59427433631795,101.4648675710142
2020-03-12,101.71561513039171,101.46795803608654
2020-03-13,101.73522344496457,101.41379657460989
2020-03-16,101.75483553954703,101.12284714921549
2020-03-17,101.49673044346262,100.73035223514304
2020-03-18,101.51629656235306,99.87224876198884
2020-03-19,101.53586645311874,100.00353075182855
2020-03-20,101.79762099455523,100.41656087707835
2020-03-23,101.8172451178786,100.01055158197615
2020-03-24,101.8368730242591,100.14285728940447
2020-03-25,101.78157135150639,100.58376438885733
