date,E,M
2020-01-03,100.0,99.98762269521491
2020-01-06,100.01927758540094,100.07053174796637
2020-01-08,100.0385588870549,100.10857133904122
2020-01-09,100.05784390567824,99.82199696121502
2020-01-10,100.0771326419875,99.50192594198153
2020-01-13,100.0964250966994,99.68924294091816
2020-01-14,100.11572127053073,99.6573068338664
2020-01-15,100.1350211641984,99.47014818098599
2020-01-16,100.1543247784196,99.81553174852503
2020-01-17,100.19587169179187,99.71072821554236
2020-01-20,100.21518703652548,99.75261857015404
2020-01-21,100.50415616613496,99.90154963823679
2020-01-22,100.5235309406714,99.89230383011291
2020-01-23,100.54290945019655,99.69630481202937
2020-01-24,100.56229169543042,99.82336344130266
2020-01-27,100.58167767709315,99.97688597093746
2020-01-28,100.60106739590508,100.06970167717583
2020-01-29,100.62046085258659,100.04799737019263
2020-01-30,100.92917168768551,100.18558603045344
2020-01-31,100.94862839495207,100.2400279023632
2020-02-03,100.66495660223146,100.21007822290683
2020-02-04,100.68436237520928,100.20986908498398
2020-02-05,100.70377188915157,100.31678595226046
2020-02-06,100.65396048228598,100.35901289193562
2020-02-07,100.6733641354774,100.22338690119587
2020-02-10,100.56992275723508,100.35088947691281
2020-02-11,100.54266188264488,100.56668481540228
2020-02-12,100.95948987499857,100.9082034171825
2020-02-13,100.9789524268796,100.99035078284531
2020-02-14,100.99841873067068,101.04830314640097
2020-02-17,101.1323733628387,101.19074225116202
2020-02-18,101.15186924248174,101.28932789770134
2020-02-19,101.17136888045961,101.29642764447478
2020-02-20,101.32386653506292,101.27122265739658
2020-02-21,101.34339932996576,101.28323458989158
2020-02-25,101.36293589031985,101.3698103885767
2020-02-26,101.382476216851,101.26148215686882
2020-02-27,101.40202031028531,101.26364557504517
2020-02-28,101.42156817134892,101.44003163185812
2020-03-02,101.56694868057254,101.6476909410333
2020-03-03,101.58652833584358,101.51646551320125
2020-03-04,101.6061117655994,101.34458283670784
2020-03-05,101.62569897056758,101.38778491515399
2020-03-06,101.64528995147595,101.48634726549011
2020-03-10,101.66488470905242,101.78282641278433
2020-03-11,101.68448324402496,101.82224573469219
2020-03-12,101.70408555712186,102.30175369164809
2020-03-13,101.72369164907138,101.98827872548746
2020-03-16,101.74330152060205,101.94412932875656
2020-03-17,102.10328666769124,101.58450164351481
2020-03-18,102.12296971597581,100.8012033172756
2020-03-19,102.1939446087482,100.71819776285865
2020-03-20,102.69827452276965,101.39654998092568
2020-03-23,102.71807227034608,101.23833135544373
2020-03-24,102.73787383445023,101.2035500607124
2020-03-25,102.53210941267488,101.73849888647959
2020-03-26,102.55187512763032,101.73845454962111
2020-03-27,102.57164465293832,101.84766525279194
2020-03-30,102.59141798933345,101.96661289028788
2020-03-31,102.61119513755041,102.42977639794411
2020-04-01,103.06939570018946,102.75080176309233
2020-04-02,103.13269209507176,102.6123614842623
2020-04-03,103.15257358786668,102.7816945345825
2020-04-06,103.82683902557032,102.98526465319841
2020-04-07,103.8468543331326,103.2746639436295
2020-04-08,103.86687349916286,103.20024968612458
2020-04-09,104.05729465164121,103.33274714102882
2020-04-10,104.07735438548362,103.34807636035742
2020-04-13,104.09741798635832,103.38091086879614
2020-04-14,103.73711667563992,103.01430630695636
2020-04-15,103.75711468689957,103.05780142545589
2020-04-16,103.81671086412453,103.00664519511304
2020-04-17,103.83672421922184,103.06376442588211
2020-04-20,103.88613691858471,103.2592872101376
2020-04-21,103.90616365734894,103.16196265470401
2020-04-22,103.92619425678484,103.04159330150485
2020-04-23,103.94622871763667,103.2525546897723
2020-04-24,103.96626704064879,103.18341784395074
2020-04-27,103.98630922656571,103.27756715995014
2020-04-28,104.00635527613217,103.28717262570757
2020-04-29,104.02640519009296,103.57885971320216
2020-04-30,103.7344269012292,103.53616521178874
2020-05-04,103.75442439396528,103.48193187966558
2020-05-05,103.7744257417351,103.56953678720345
2020-05-06,103.79443094528179,103.51491072928444
2020-05-07,103.81444000534871,103.65230112049717
2020-05-08,103.83445292267928,103.56248613811005
2020-05-12,103.85446969801706,103.56375060573401
2020-05-13,103.87449033210581,103.21927091502027
2020-05-14,103.89451482568938,103.21346197601272
2020-05-15,103.91454317951181,103.04538082005902
2020-05-18,103.93457539431725,103.0038996401153
2020-05-19,103.8754055968611,103.13511627860407
2020-05-20,103.89543026688564,103.11243206192819
2020-05-21,103.91545879718302,103.33661063461125
2020-05-22,103.93549118849745,103.15784494828452
2020-05-25,103.95552744157321,103.15556070639302
2020-05-26,103.97556755715476,103.22855081992941
2020-05-27,103.99561153598674,103.23773893791673
2020-05-28,104.01565937881382,103.22161592384819
2020-05-29,104.03571108638096,103.2493844274357
2020-06-01,104.06123347012016,103.37873666416631
2020-06-02,104.02609995572082,103.45959949659508
2020-06-03,104.04615367597908,103.4793514955787
2020-06-04,103.76222736112547,103.58211953653863
2020-06-05,103.78223021311895,103.60892634002133
2020-06-08,103.68670802961077,103.68670802961077
2020-06-09,103.70669632330062,103.70669632330062
2020-06-10,103.72668847025086,103.72668847025086
2020-06-11,103.74668447120429,103.74668447120429
2020-06-15,103.7666843269039,103.7666843269039
2020-06-16,103.78668803809275,103.78668803809275
2020-06-17,103.80669560551412,103.80669560551412
2020-06-18,103.82670702991138,103.82670702991138
2020-06-19,103.84672231202806,103.82821732458237
2020-06-22,103.86674145260784,103.85305512855477
2020-06-23,103.88676445239459,103.85147079474355
2020-06-25,103.90679131213217,103.84229106955358
2020-06-26,103.92682203256476,103.83703969341387
2020-06-29,103.9468566144366,103.82546487308218
2020-06-30,103.96689505849204,103.84444285651666
2020-07-02,103.98693736547565,103.86289877000584
2020-07-03,103.87441648792004,103.88294595328759
2020-07-06,103.89444096726825,103.91190896292552
2020-07-07,103.91446930685255,103.97874231496402
2020-07-08,103.93450150741712,104.09732816947975
2020-07-09,104.02607720005109,104.1050597803113
2020-07-10,104.0461309159226,104.0866064212118
2020-07-13,104.0661884976663,104.04057458961772
2020-07-14,104.08624994602745,104.0675301276254
2020-07-15,104.10631526175145,104.07046673409515
2020-07-16,104.12638444558382,104.10069004770054
2020-07-17,104.14645749827025,104.14452779893564
2020-07-20,104.16653442055656,104.14338930926633
2020-07-21,104.18661521318869,104.13361555751675
2020-07-22,104.20669987691277,104.11421363093459
2020-07-23,104.22678841247506,104.20181973609265
2020-07-24,104.24688082062194,104.26888942359155
2020-07-27,104.2669771021,104.38786571151685
2020-07-28,104.28707725765584,104.2554458323884
2020-07-29,104.30718128803635,104.26289914978568
2020-07-30,104.32728919398848,104.26654151324935
2020-07-31,104.34740097625935,104.38626947096078
2020-08-03,104.36751663559622,104.4573714310985
2020-08-04,104.38763617274651,104.53779704795758
2020-08-05,104.40775958845772,104.51456805761914
2020-08-06,104.63378483274448,104.49603188427038
2020-08-07,104.65395569997388,104.39992633398771
2020-08-10,104.67413045565941,104.40447598014322
2020-08-11,104.69430910055071,104.33356611579842
2020-08-12,104.71449163539751,104.35824187260857
2020-08-13,104.73467806094969,104.32872653654432
2020-08-14,104.65626735106841,104.3323236618566
2020-08-17,104.67644255238446,104.3148900413381
2020-08-18,104.69662164299218,104.2983838825656
2020-08-19,104.71680462364132,104.28477635933604
2020-08-20,104.7369914950818,104.27544973337106
2020-08-21,104.75718225806365,104.14467268945742
2020-08-24,104.7773769133371,104.23818732328272
2020-08-25,104.79757546165243,104.23317214740578
2020-08-26,104.8177779037602,104.20927702310622
2020-08-27,104.83798424041096,104.22657519531475
2020-08-28,104.48594126364618,104.36830897144539
2020-08-31,104.5060836302053,104.33626470080036
2020-09-01,104.50264176741065,104.28630188393353
2020-09-02,104.52278735342362,104.30603403958744
2020-09-03,104.5347086373849,104.315934892647
2020-09-04,104.5548604051161,104.46501782555883
2020-09-07,104.57501605762154,104.29256743481528
2020-09-08,104.59517559565013,104.19474842878604
2020-09-09,104.56157156731906,104.16547398795896
2020-09-10,104.5847950806274,104.10577672447594
2020-09-11,104.50550419184762,104.04084498473713
2020-09-14,104.5256503296669,104.16376646267824
2020-09-15,104.54580035117512,104.15761828341965
2020-09-16,104.56595425712091,104.13703795838867
2020-09-17,104.58611204825316,104.16667688865738
2020-09-18,104.60627372532079,104.10186267156156
2020-09-21,104.63871447948314,104.07032939349693
2020-09-22,104.6588862970294,103.98385306544243
2020-09-23,104.66887997087629,104.1271649209573
2020-09-24,104.68905760360089,103.95156030616288
2020-09-25,104.70923912608586,104.10840969558687
2020-09-28,104.7294245390811,103.95717792610107
2020-09-29,104.74961384333656,103.92837903411636
2020-09-30,104.76980703960237,103.7528349452699
2020-10-01,104.81105943511338,103.70900134712193
2020-10-02,104.83126447660564,103.69740387650006
2020-10-05,104.851473413142,103.72125275086886
2020-10-06,104.87168624547338,103.68782942003746
2020-10-07,104.89190297435077,103.68636523440726
2020-10-08,104.91212360052536,103.65007601610974
2020-10-09,104.9323481247484,103.91880602770787
2020-10-12,104.93089933301233,103.8114857581638
2020-10-13,104.95112747674325,103.73996187040157
2020-10-14,104.966076688601,103.78366209645499
2020-10-15,104.98631161367669,103.84614178042287
2020-10-16,105.00655043955733,103.92539796123484
2020-10-19,105.02679316699492,103.94467356842492
2020-10-20,105.18211137220055,103.94204168438397
2020-10-21,105.20238794354685,103.97110083670644
2020-10-22,105.22266842372652,104.00087007332463
2020-10-23,105.24295281349305,104.04156528757903
2020-10-26,105.26324111360017,104.0428913703954
2020-10-27,105.28353332480164,103.97291819970005
2020-10-28,105.00626325771721,104.12243358886896
2020-10-29,105.02650592979307,104.04704817601146
2020-10-30,104.87904554136814,104.09205736554414
2020-11-02,104.81219171918951,104.10968281093278
2020-11-03,104.17962967073198,104.17962967073198
2020-11-05,104.19971298781215,104.19971298781215
2020-11-06,104.21980017647093,104.21980017647093
2020-11-09,104.23989123745466,104.23989123745466
2020-11-10,104.25998617150984,104.25998617150984
2020-11-11,104.28008497938305,104.28008497938305
2020-11-12,104.30018766182116,104.30018766182116
2020-11-13,104.32029421957101,104.32029421957101
2020-11-16,104.34040465337972,104.34040465337972
2020-11-17,104.36051896399448,104.36051896399448
2020-11-18,104.38063715216263,104.38063715216263
2020-11-19,104.4007592186317,104.4007592186317
2020-11-20,104.42088516414931,104.42088516414931
2020-11-23,104.44101498946328,104.44101498946328
2020-11-24,104.4611486953215,104.4611486953215
2020-11-25,104.48128628247206,104.48128628247206
2020-11-26,104.50142775166319,104.50142775166319
2020-11-27,104.52157310364323,104.52157310364323
2020-11-30,104.5417223391607,104.5417223391607
2020-12-01,104.56187545896427,104.56187545896427
2020-12-02,104.58203246380272,104.58203246380272
2020-12-03,104.60219335442498,104.60219335442498
2020-12-04,104.62235813158014,104.62235813158014
2020-12-07,104.64252679601744,104.64252679601744
2020-12-08,104.66269934848626,104.66269934848626
2020-12-09,104.6828757897361,104.6828757897361
2020-12-10,104.70305612051665,104.70305612051665
2020-12-11,104.72324034157771,104.72324034157771
2020-12-14,104.7434284536692,104.7434284536692
2020-12-15,104.76362045754124,104.76362045754124
2020-12-16,104.78381635394409,104.78381635394409
2020-12-17,104.80401614362809,104.80401614362809
2020-12-18,104.8242198273438,104.8242198273438
2020-12-21,104.8444274058419,104.8444274058419
2020-12-22,104.8646388798732,104.8646388798732
2020-12-23,104.88485425018868,104.88485425018868
2020-12-24,104.90507351753942,104.90507351753942
2020-12-25,104.92529668267672,104.92529668267672
2020-12-28,104.94552374635191,104.94552374635191
2020-12-29,104.9657547093166,104.9657547093166
2020-12-30,104.98598957232244,104.98598957232244
