date,E,M
2020-01-03,100.0,100.0
2020-01-06,100.01927758540094,100.01927758540094
2020-01-08,100.0385588870549,100.0385588870549
2020-01-09,100.05784390567824,100.04474512513339
2020-01-10,100.0771326419875,99.79415055834471
2020-01-13,100.0964250966994,99.90216009441961
2020-01-14,100.11572127053073,99.89422950821982
2020-01-15,100.1350211641984,99.91522073704999
2020-01-16,100.1543247784196,99.98950065763202
2020-01-17,100.1611793269934,100.0283213968384
2020-01-20,100.18048798387677,100.04962445048128
2020-01-21,100.19980036300295,100.06891448372605
2020-01-22,100.21911646508954,100.03393444415497
2020-01-23,100.23843629085417,100.07842876729697
2020-01-24,100.25775984101472,100.16675696809097
2020-01-27,100.27708711628915,100.23975101659339
2020-01-28,100.29641811739559,100.34440180649806
2020-01-29,100.31575284505227,100.320460900896
2020-01-30,100.30140500534786,100.41762771652421
2020-01-31,100.47355113616106,100.47355113616106
2020-02-03,100.49292001078673,100.49292001078673
2020-02-04,100.51229261926372,100.51229261926372
2020-02-05,100.53166896231185,100.53166896231185
2020-02-06,100.55104904065107,100.5352471129939
2020-02-07,100.57043285500143,100.5370440571043
2020-02-10,100.58982040608316,100.59757750453335
2020-02-11,100.60921169461663,100.66401247127368
2020-02-12,100.62860672132227,100.65827551356948
2020-02-13,100.64800548692078,100.70135213105631
2020-02-14,100.66740799213288,100.73548504869618
2020-02-17,100.6868142376795,100.74690672739735
2020-02-18,100.70622422428167,100.80547580400417
2020-02-19,100.72563795266056,100.83990935071924
2020-02-20,100.89841972933986,100.89841972933986
2020-02-21,100.9178705083714,100.9178705083714
2020-02-25,100.9373250370435,100.9373250370435
2020-02-26,100.95678331607893,100.95678331607893
2020-02-27,100.97624534620074,100.97624534620074
2020-02-28,100.99571112813204,100.99571112813204
2020-03-02,101.01518066259607,101.01518066259607
2020-03-03,101.03465395031623,101.03465395031623
2020-03-04,101.05413099201607,101.05413099201607
2020-03-05,101.07361178841924,101.07361178841924
2020-03-06,101.09309634024957,101.09309634024957
2020-03-10,101.11258464823105,101.11258464823105
2020-03-11,101.1320767130877,101.1320767130877
2020-03-12,101.15157253554385,101.15157253554385
2020-03-13,101.17107211632378,101.15733295779626
2020-03-16,101.4515527362807,101.4515527362807
2020-03-17,101.47111014600003,101.44483783602192
2020-03-18,101.49067132591574,100.98094888321961
2020-03-19,101.51023627675458,101.06327612075123
2020-03-20,101.52980499924355,101.37753663629441
2020-03-23,101.5493774941097,101.03363164627207
2020-03-24,101.56895376208027,101.29453608350094
2020-03-25,102.10885270226619,101.81468626145943
