date,E,M
2017-01-03,100.0,99.98811573894976
2017-01-04,100.029132902418,100.05691654332084
2017-01-05,100.05827429209602,100.13120224346501
2017-01-06,100.08742417150667,100.16751634334588
2017-01-09,100.11658254312323,100.23293468111132
2017-01-10,100.14574940941976,100.23591830477807
2017-01-11,100.17492477287098,100.34808266463813
2017-01-12,100.27424639594946,100.42671327363358
2017-01-13,100.30345919430236,100.49398032997719
2017-01-16,100.33268050319133,100.45716182630323
2017-01-17,100.36191032509566,100.53801631604969
2017-01-18,100.39114866249552,100.6687555955053
2017-01-19,100.42039551787167,100.74306027423998
2017-01-20,100.44965089370565,100.7577395921604
2017-01-23,100.47891479247974,100.87507278027824
2017-01-24,100.50818721667689,100.77343682237263
2017-01-25,100.5374681687808,100.67297078840157
2017-01-26,100.75873228135207,100.90013978356619
2017-01-27,100.78808622450521,100.98514166752803
2017-01-30,100.81744871931396,100.88612769771692
2017-01-31,100.84681976826965,100.88861352220496
2017-02-01,100.8761993738644,100.54237542111679
2017-02-02,100.90558753859096,100.49607188445825
2017-02-03,100.9349842649429,100.29738090562113
2017-02-06,100.96438955541441,100.64534890553352
2017-02-07,100.99380341250053,100.64447617852399
2017-02-08,101.02322583869692,100.75810905111601
2017-02-09,101.26947495978196,100.67490443035251
2017-02-10,101.2989776971012,100.76584058992748
2017-02-13,101.32848902942413,100.82554390612496
2017-02-14,101.35800895925469,101.01785992464482
2017-02-15,101.38753748909761,100.81049486110646
2017-02-16,101.41707462145831,101.05879494512823
2017-02-17,101.68762133070086,101.12226316104449
2017-02-20,101.76179670576157,101.00922345830827
2017-02-21,101.79144287069467,101.37861269715154
2017-02-22,101.82109767241606,101.39137161859445
2017-02-24,102.11792332454954,101.686917407531
2017-02-27,102.14767323950296,101.55732309641127
2017-02-28,102.63894756121245,101.89232637045444
2017-03-01,102.66884926564832,101.87412382949282
2017-03-02,102.69875968131853,101.52740749937375
2017-03-03,102.728678810761,101.67639753200928
2017-03-06,102.75860665651423,102.0291518058464
2017-03-07,102.86999141957868,102.31661483510766
2017-03-09,102.89996043379632,101.32167207320096
2017-03-10,102.90598600495255,101.6298578753232
2017-03-13,102.93596550543766,101.51618280236049
2017-03-14,102.8704469165323,101.48616020722844
2017-03-15,102.90041606344947,101.48560948321557
2017-03-16,102.93039394124892,101.30044226090182
2017-03-17,102.9603805524743,101.31919581128257
2017-03-20,102.99037589966984,101.55831947593843
2017-03-21,103.02037998538061,101.33249324992278
2017-03-22,103.05039281215241,101.31869111576147
2017-03-23,103.08041438253173,101.27684620480674
2017-03-24,103.11044469906585,101.16407221904478
2017-03-27,103.14048376430279,100.91562556986493
2017-03-28,103.1705315807913,100.9257097085872
2017-03-29,103.20058815108085,101.82258199290348
2017-03-30,103.2306534777217,101.64723250372856
2017-03-31,103.26072756326484,101.23609384608913
2017-04-03,103.36776346139382,101.59124492705303
2017-04-04,103.40923601090405,101.89571525709792
2017-04-05,103.43936212272232,102.00412690475976
2017-04-06,103.5314812962294,101.91063897382199
2017-04-07,103.63153228541984,102.03726246067151
2017-04-10,103.60274424423872,101.70911481123271
2017-04-11,103.63292673062176,101.45156411163536
2017-04-12,103.66311801003911,101.4847149234054
2017-04-13,103.84167453123084,101.46924038499074
2017-04-14,104.09414749783211,101.10740990333525
2017-04-17,104.12447314424551,101.18918057168568
2017-04-18,104.15480762539987,101.59482893229247
2017-04-19,104.40462238699828,101.82721108081344
2017-04-20,104.41358346107172,101.7037780732708
2017-04-21,104.44400216845257,102.22000444228401
2017-04-24,104.47442973768575,102.38351389148345
2017-04-25,104.50486617135299,102.10265690163624
2017-04-26,104.6291686950327,101.94589193338128
2017-04-27,103.93418721924229,101.71752346248601
2017-04-28,103.96446626458379,101.80978617765535
2017-05-02,103.99475413109005,102.0437084255166
2017-05-03,104.0250508213309,101.38177343235145
2017-05-04,104.05535633787694,101.39433708685107
2017-05-05,104.23475466507114,101.46370120905716
2017-05-10,103.67700540864975,102.03097522180632
2017-05-11,103.67806431083886,101.51451011949064
2017-05-12,103.70826874014338,101.34060114673687
2017-05-15,103.63224917052688,101.18523479938794
2017-05-16,103.66244025255132,101.16177285083603
2017-05-17,103.6926401301142,100.62834141981729
2017-05-18,103.72284880577794,100.45850059260171
2017-05-19,103.7530662821057,100.1967876197162
2017-05-22,103.78329256166134,100.4080252943929
2017-05-23,103.8135276470095,100.08694357156219
2017-05-24,103.84377154071558,99.81715312113772
2017-05-25,103.8740242453457,99.99189018055442
2017-05-26,103.90428576346675,99.95422366108976
2017-05-29,104.27557614212319,100.22597415793673
2017-05-30,104.30595464396644,100.36110888744741
2017-05-31,104.25865892415194,100.99087748409264
2017-06-01,104.5327400478194,101.164840858652
2017-06-02,104.5631934689724,101.35284750348106
2017-06-05,103.95841932659897,101.49427157021327
2017-06-06,103.99617460196437,101.9781739951608
2017-06-07,104.03411184060403,102.03577356191109
2017-06-08,104.06441999688798,102.04095747851984
2017-06-09,104.09473698281754,101.88392492161351
2017-06-13,104.125062800965,101.91914986540515
2017-06-14,104.15539745390348,101.7067514816649
2017-06-15,104.1857409442068,101.78272201281261
2017-06-16,104.21609327444955,102.18857252789914
2017-06-19,104.24645444720703,101.92882185407684
2017-06-20,104.27682446505537,102.05118304979271
2017-06-21,104.30720333057133,102.00177690838302
2017-06-22,104.87072097184748,102.18170984813493
2017-06-23,104.90127285665325,102.62879277869966
2017-06-26,104.93183364210982,102.30259487610043
2017-06-27,104.96240333081018,102.34759681162085
2017-06-28,104.99298192534813,101.99099824618786
2017-06-29,105.02356942831818,101.97904079173733
2017-06-30,105.05416584231563,101.85931111388352
2017-07-03,105.0847711699365,101.26208150044495
2017-07-04,105.11538541377763,101.5701877622388
2017-07-05,102.90087006504585,101.59323078586817
2017-07-06,102.8513465281157,101.35894143284372
2017-07-07,102.66529867114575,101.77842279648502
2017-07-10,102.68882470356338,101.9837793937272
2017-07-11,102.71874093865847,102.20433637188425
2017-07-12,102.74866588922113,102.04387610836369
2017-07-13,102.77859955779041,102.11605921299682
2017-07-14,102.80854194690616,102.21442642172227
2017-07-17,102.83849305910893,102.31382226205032
2017-07-18,102.81894608035735,102.20765189615666
2017-07-19,102.84890022358616,102.15073251786598
2017-07-20,102.87886309332627,102.29945693511692
2017-07-21,102.90883469212,102.19853865219375
2017-07-24,102.74856931833736,102.20750428906932
2017-07-25,102.77850295877275,102.1751707072596
2017-07-26,102.96394621673299,101.93193114138619
2017-07-27,102.99394260271004,102.26016480805443
2017-07-28,103.02394772750493,102.3856946697397
2017-07-31,103.05396159366354,102.25415992634872
2017-08-01,103.21298102711938,102.22669234206494
2017-08-02,103.2430499641647,102.44756235163533
2017-08-03,103.37614095902698,102.50442545106095
2017-08-04,103.40625742929606,102.35582435616453
2017-08-07,103.43638267336705,102.37554929543785
2017-08-08,103.46651669379598,102.48293251631574
2017-08-09,103.49665949313967,102.46533229550059
2017-08-10,103.39877336024479,102.39187789214289
2017-08-11,103.42889642398924,102.58187312356993
2017-08-14,103.45902826345646,102.4924438298342
2017-08-15,103.46422776779994,102.50082956749331
2017-08-16,103.49436990031307,102.49346350765606
2017-08-17,103.52452081410425,102.32388671492767
2017-08-18,103.55468051173172,102.21541607862997
2017-08-21,103.47721193789017,102.1568808179879
2017-08-22,103.5073578530689,102.11134229890571
2017-08-23,103.53751255062768,102.22348824170993
2017-08-24,103.56767603312507,102.319051711325
2017-08-25,103.59784830312037,102.32662523549452
2017-08-28,103.62802936317367,102.41011093602938
2017-08-29,103.65821921584573,102.20633079232817
2017-08-30,103.81192686983435,102.10912306495692
2017-08-31,103.84217029718761,101.62541151416491
2017-09-01,103.87242253532901,101.53955532420571
2017-09-04,103.90268358682543,101.7354645832036
2017-09-05,103.93295345424445,101.89896375301007
2017-09-06,103.96323214015443,101.90214705591738
2017-09-07,103.9935196471244,101.82702147088779
2017-09-08,104.02381597772424,102.22197092143033
2017-09-11,104.0541211345245,102.08795447686711
2017-09-12,104.08443512009653,102.00297966013392
2017-09-13,104.11475793701239,102.24732233466179
2017-09-14,103.77972822293528,102.5379846514762
2017-09-15,103.93444061969656,102.711069807146
2017-09-18,103.96471973886096,102.58035285789329
2017-09-19,103.99500767921164,102.5957789172083
2017-09-20,104.0253044433184,102.52685762568326
2017-09-21,104.05561003375192,102.57815709499323
2017-09-22,104.15979811411718,102.677896369763
2017-09-25,104.19014288646054,102.7794430304551
2017-09-26,104.2204964991168,102.95213292846294
2017-09-27,103.695758847222,102.83614848040921
2017-09-28,103.72596843145855,102.87028069864037
2017-09-29,103.7561868166238,102.65284132408233
2017-10-02,103.78641400528171,102.6534261240192
2017-10-03,103.8350660532628,102.7524652817766
2017-10-04,103.86531622173176,102.88909197429146
2017-10-05,104.14941413950848,102.95054854539283
2017-10-06,104.17975588669864,102.92089307030288
2017-10-09,104.21010647332042,103.01904438030797
2017-10-10,104.2967500962363,103.09962751622338
2017-10-11,104.32713476666697,103.25953998679799
2017-10-12,104.1025825075003,103.25141430411783
2017-10-13,104.1329106112768,103.15118372019973
2017-10-16,104.16324755051022,103.07117175673025
2017-10-17,104.19359332777452,102.94245105729077
2017-10-18,104.24400807653495,102.76873377712688
2017-10-19,104.2743773816845,102.92429834321061
2017-10-20,104.28607310091232,102.55059651156608
2017-10-23,104.31645466082435,102.47463738663194
2017-10-24,104.3468450717666,102.61659808203967
2017-10-25,104.37724433631762,102.78365831350321
2017-10-26,104.40765245705671,102.81815645164562
2017-10-27,104.43806943656395,102.87429521850831
2017-10-30,104.76227325511653,102.91791402405765
